LAMMPS data file via write_data, version 19 Sep 2019, timestep = 2500000

41928 atoms
4 atom types
34200 bonds
3 bond types

0.0000000000000000e+00 5.7000000000000000e+01 xlo xhi
0.0000000000000000e+00 9.0000000000000000e+01 ylo yhi
-5.1548059385988082e-03 2.5932118187435211e+01 zlo zhi

Masses

1 1
2 1
3 1
4 1

Atoms

1	1	1	1.15389255327	27.3907741588	7.60980942575
2	1	1	2.05463410058	27.0942265649	7.42172740024
3	1	1	1.99145251759	26.2999195767	6.86271428339
4	1	1	2.26109999149	27.0669282167	6.29286117701
5	1	1	2.48190893895	26.2964807266	5.76052751318
6	1	2	3.26303304559	26.3967341917	5.13944592884
7	1	2	3.75168290795	25.8959158363	4.41679080735
8	1	2	3.19105170648	26.455097526	3.89293837627
9	1	2	2.40254117417	26.9446953088	3.53465449659
10	1	2	2.49085035465	27.6412419705	4.21059657942
11	1	2	2.03477978734	28.1498550553	3.53074810521
12	1	2	2.3653832032	28.966754725	3.08471888238
13	1	2	3.26296190858	29.0908360923	2.66913085425
14	1	2	4.03149330434	29.1955286651	2.1181458631
15	1	2	4.64055757906	28.9603724169	2.86918974319
16	1	2	4.01623694095	28.4743204396	3.40645188939
17	1	2	4.87944271876	28.6200399745	3.80696126637
18	1	2	4.44352698952	27.9105967009	4.21430005679
19	1	2	3.69217098287	27.397967025	3.84212969785
20	1	2	4.36799503614	27.4249374892	3.16889180882
21	2	1	25.7738424869	49.6155461295	3.98353493672
22	2	1	26.1892194248	48.8923248459	3.564660603
23	2	1	26.745419865	48.3555369635	2.96126289465
24	2	1	26.7835257727	47.3774461925	2.90565847004
25	2	1	27.4454826398	46.740981943	2.85678414243
26	2	2	28.240160078	46.2116452566	2.64854560484
27	2	2	28.3733669754	47.0953329078	2.38693007999
28	2	2	28.3811194601	46.7183635429	1.49591311142
29	2	2	28.1274457951	47.562334071	1.08533778934
30	2	2	27.8718582115	48.4976105975	1.09368012156
31	2	2	28.6686786903	48.6230273625	1.6518760105
32	2	2	27.9692573814	48.1851002935	2.14092066442
33	2	2	27.8834569445	47.790363664	2.96611118916
34	2	2	28.1408985318	47.0566376136	3.54929187754
35	2	2	27.8566890913	47.8891363579	3.9808693154
36	2	2	28.4893469843	47.4154949997	4.52243096499
37	2	2	27.9240896825	46.6371667012	4.46557139685
38	2	2	27.7845409846	46.1363078323	5.29851718403
39	2	2	26.9345892625	46.5951818102	5.19679656854
40	2	2	26.4709504252	46.3414279723	4.41727093394
41	3	1	23.6302293416	39.3194961779	1.3921078476
42	3	1	24.0528714107	39.1123802895	2.24745561707
43	3	1	23.8205881587	39.4355089632	3.13755356005
44	3	1	24.687669322	39.1162158454	3.38369572913
45	3	1	25.0435824392	38.6515404493	4.14156333446
46	3	2	25.6534342998	38.856267623	4.91543062362
47	3	2	25.0382919107	38.2580289915	5.37995280889
48	3	2	25.1804440406	38.9357016507	6.06237208473
49	3	2	25.1654880851	39.7072400374	5.50664930475
50	3	2	24.4648380934	39.112878567	5.1794916676
51	3	2	23.6371501388	39.485622379	5.56670432389
52	3	2	24.2024856562	40.1412495748	6.03858671715
53	3	2	23.3565432338	40.546675033	5.82316066925
54	3	2	23.0599498444	39.8842171168	6.43812703825
55	3	2	22.2687855198	40.3222640308	6.07048290367
56	3	2	21.8238092613	41.1486631316	6.07001119652
57	3	2	22.1551622917	41.8819593948	6.57805743003
58	3	2	22.5074371345	42.0733656679	5.72180892492
59	3	2	23.3297170352	42.467390859	6.08441238786
60	3	2	24.2364980812	42.3307590758	6.40042412999
61	4	1	29.5158833809	3.24226068004	2.906225681
62	4	1	29.9150322054	3.64105800514	2.16969487541
63	4	1	28.9827582879	3.45531000817	2.03811356242
64	4	1	28.3503143081	4.18237250735	1.75983065601
65	4	1	28.1603913687	5.0711321466	1.56628019169
66	4	2	27.2472524215	4.97184114803	1.35636350529
67	4	2	27.5135989918	5.90960153014	1.3454362923
68	4	2	28.0830233389	6.66091182422	1.58492244856
69	4	2	27.4895834569	6.80788329661	2.3349827356
70	4	2	27.9361767959	7.67920117284	2.33924295113
71	4	2	28.3321229138	8.08424844848	3.12007229223
72	4	2	29.1008866426	7.84522671475	2.57908807962
73	4	2	28.9873955513	7.24917198382	3.29822276464
74	4	2	28.5765723058	6.79384196028	2.55718308387
75	4	2	29.309059531	6.55179981851	2.04725748771
76	4	2	29.1222046302	6.97496202564	1.17429132981
77	4	2	28.7113296811	7.80030528287	1.54539426158
78	4	2	29.1390979744	8.66031681889	1.54279247139
79	4	2	29.6664624283	8.94513956922	2.21136563166
80	4	2	30.091752206	9.29165793984	3.05769097012
81	5	1	19.571430853	13.7974562355	7.14329110604
82	5	1	19.9572132487	14.5650910535	7.55073085328
83	5	1	19.7316519095	15.3918954487	7.04516323585
84	5	1	19.0107219479	15.1494702623	6.46617742482
85	5	1	19.009896941	15.5465537667	5.53630036105
86	5	2	18.228544909	15.0182767239	5.67838608368
87	5	2	19.0435976124	14.521381589	5.46988643762
88	5	2	19.7958404754	14.4286242742	4.89723100487
89	5	2	19.9902437407	13.6882576058	4.31289291458
90	5	2	20.5325412299	12.989868154	4.65442950605
91	5	2	20.9934449442	12.8358886353	5.49584086052
92	5	2	20.5212566556	12.0863300957	5.79570298381
93	5	2	20.9506013142	11.3041318013	5.45329558052
94	5	2	20.8323309784	10.6903775932	4.71555886291
95	5	2	20.334402925	10.3783734983	5.49354270808
96	5	2	20.5512186294	10.2285509923	6.41853358163
97	5	2	19.6488770072	10.3959407551	6.59529387415
98	5	2	19.1967821985	10.058762014	5.79441691424
99	5	2	19.1046354553	9.15461608896	5.37919168742
100	5	2	18.2045726355	9.34401993227	5.13773216875
101	6	1	13.7623509247	36.8290211526	2.96970520943
102	6	1	13.4266598963	36.17807811	3.56851991024
103	6	1	12.636407956	35.7303549051	3.98935310059
104	6	1	12.5383811019	35.8201716193	3.02425434329
105	6	1	11.601527698	35.6310302836	2.95366127428
106	6	2	11.9032452395	35.3176310331	2.11151023225
107	6	2	11.1527658133	34.8519209414	2.38978464315
108	6	2	10.4937197289	34.7585881923	3.10068302551
109	6	2	10.3051118789	33.8323683125	3.27726540283
110	6	2	9.96113617331	33.0659475847	2.83631425825
111	6	2	10.0219710271	32.8405528558	1.90684074763
112	6	2	9.58763481828	33.7115929466	2.10927006401
113	6	2	10.1596856456	34.4617072407	1.86990783401
114	6	2	10.1340879637	35.3307233972	2.26649126135
115	6	2	10.9105569915	35.8281053499	2.12670113007
116	6	2	11.0078677766	36.1217708122	1.23588845491
117	6	2	10.7446802732	35.2228715662	1.20576059647
118	6	2	11.1538232721	34.3649767191	1.36413555877
119	6	2	10.6002899463	33.5725106178	1.4666142325
120	6	2	10.8796234864	33.6840271954	2.38280992149
121	7	1	4.19948861107	33.6652589746	3.9789034225
122	7	1	4.74691301131	34.4247117034	3.9412042254
123	7	1	4.27602768993	35.226641598	4.30058034668
124	7	1	3.33943242664	35.3433105201	4.30554839667
125	7	1	3.39769568691	35.0847941204	5.20670834372
126	7	2	2.85423911662	34.3395383826	5.41276387011
127	7	2	3.4222625173	34.3196586549	4.58204852339
128	7	2	4.24520806816	34.5395083823	5.05281627996
129	7	2	4.90063724695	35.2171436459	5.18630373704
130	7	2	5.58576764308	34.7677105761	4.75130547076
131	7	2	5.25976838401	35.4531847384	4.10580739907
132	7	2	6.19756767911	35.7599810623	4.05348524685
133	7	2	6.72464655104	35.951675307	3.30147264899
134	7	2	7.46076349115	36.4748123056	3.08196259661
135	7	2	7.7145097427	35.8051068446	2.44013062826
136	7	2	7.37054135228	35.1075220978	3.01567040024
137	7	2	7.96638280465	34.3359739463	2.94951893542
138	7	2	7.93723236218	34.759960285	2.10587809268
139	7	2	7.29849054082	34.2761322496	1.62685337148
140	7	2	6.98984252505	35.1992623073	1.75793007228
141	8	1	16.6060600964	62.2774420953	2.03594357041
142	8	1	17.0337792796	61.6932230131	1.37999055037
143	8	1	16.71900567	62.4946445431	0.959454752642
144	8	1	17.6206475284	62.5861035102	1.28663053037
145	8	1	18.4066934241	62.6506526948	1.77313030183
146	8	2	18.6765775111	63.3399572394	1.15696697084
147	8	2	17.7965170314	63.7166964367	1.16144896136
148	8	2	17.0184403269	63.4410478871	1.67973115218
